datetime,no_measure,measure_strength1,measure_strength2,measure_strength3,measure_strength4
2020-04-10,5578436.092593023,341474.0605003577,188338.2933053201,89204.69759590414,55813.47597556824
2020-04-11,7327934.301984829,345721.84144627803,188875.72843768768,89308.67381947764,55861.709002458185
2020-04-12,9626106.715734582,348937.2466337127,189275.82660174265,89385.85280879066,55897.49241512297
2020-04-13,12645027.463962419,351357.9560924676,189573.302350483,89443.11082890083,55924.02930229285
2020-04-14,16610736.228697808,353172.9146437028,189794.26735120584,89485.57322994313,55943.703310525765
2020-04-15,21820162.814649474,354529.51930722216,189958.28422778804,89517.05415015608,55958.28617311966
2020-04-16,28663359.57073568,355541.19152636145,190079.96607023434,89540.38858858673,55969.09363793323
2020-04-17,37652706.300142445,356294.3395308841,190170.2050128939,89557.68190947348,55977.10218665589
2020-04-18,49461274.357114606,356854.3102747811,190237.106669047,89570.49660795154,55983.03616532465
2020-04-19,64973222.41669815,357270.2565707529,190286.6958349879,89579.99172998287,55987.43269598842
2020-04-20,85349997.2671547,357579.0032594504,190323.4467240942,89587.02673929065,55990.6899637594
2020-04-21,112117296.36532801,357808.0581391236,190350.67987183848,89592.23878279478,55993.10309771
2020-04-22,147279303.41842237,357977.92465114524,190370.85842395748,89596.10010461912,55994.89081152895
2020-04-23,193468750.30535984,358103.86086719856,190385.8088691973,89598.96067453612,55996.215171723736
2020-04-24,254144041.1242186,358197.20791232324,190396.88523990088,89601.07981960975,55997.19625976994
2020-04-25,333848197.8976164,358266.3880817954,190405.09112534646,89602.6496855028,55997.92304353
2020-04-26,438549016.3234254,358317.6519783167,190411.1702635576,89603.81263213225,55998.461436042126
2020-04-27,576085900.5062706,358355.6362472485,190415.67376326775,89604.6741287585,55998.86026828824
2020-04-28,756756833.1229968,358383.77908570843,190419.00996270136,89605.31231117512,55999.15571532149
2020-04-29,994089430.0226214,358404.6293350777,190421.481397939,89605.78506407684,55999.37457593211
2020-04-30,1305853811.4608402,358420.076159892,190423.31220690763,89606.13526894305,55999.536702633166
2020-05-01,1715393128.0287316,358431.51957859343,190424.66843983572,89606.3946923244,55999.65680200037
2020-05-02,2253371363.519153,358439.9970026978,190425.6731103429,89606.58686661605,55999.74576846341
2020-05-03,2960069280.3073363,358446.2770913656,190426.41734797583,89606.72922429383,55999.81167242335
2020-05-04,3888400414.628216,358450.9293409503,190426.96866139802,89606.83467902782,55999.86049226709
2020-05-05,5107872942.389711,358454.37567048956,190427.3770604631,89606.91279699888,55999.89665664748
2020-05-06,6709794057.588489,358456.9286542701,190427.67959178507,89606.97066461589,55999.92344620258
2020-05-07,8814106537.69836,358458.8198541197,190427.9036988412,89607.01353131782,55999.94329114521
2020-05-08,11578369379.315674,358460.2208130305,190428.0697111942,89607.04528575484,55999.95799171269
2020-05-09,15209554923.179085,358461.2586098541,190428.19268852109,89607.06880853609,55999.96888147206
2020-05-10,19979545770.44887,358462.0273835415,190428.2837866635,89607.08623353875,55999.97694829295
2020-05-11,26245491811.539745,358462.59687093715,190428.3512695837,89607.09914148012,55999.98292396161
2020-05-12,34476551586.494125,358463.0187318635,190428.4012590063,89607.10870331146,55999.9873505646
2020-05-13,45289020218.45781,358463.3312348531,190428.4382897388,89607.11578644032,55999.99062966427
2020-05-14,59492474100.90094,358463.5627283631,190428.46572104163,89607.12103341766,55999.993058726526
2020-05-15,78150387391.33238,358463.7342122396,190428.48604136097,89607.12492022678,55999.9948581056
2020-05-16,102659758931.13586,358463.86124263186,190428.50109406747,89607.1277994626,55999.99619103355
2020-05-17,134855711604.16039,358463.9553431233,190428.51224467775,89607.12993231717,55999.99717842797
2020-05-18,177148895941.4342,358464.02505007223,190428.52050472755,89607.13151227408,55999.99790986118
2020-05-19,232705985975.46408,358464.07668697747,190428.52662353357,89607.13268266042,55999.99845168572
2020-05-20,305686781851.10315,358464.1149381102,190428.531156168,89607.13354964873,55999.99885305364
2020-05-21,401555672093.18146,358464.143273446,190428.53451381234,89607.13419188853,55999.99915037537
