datetime,no_measure,measure_strength1,measure_strength2,measure_strength3,measure_strength4
2020-04-10,1716322.1032096557,1666.8876373899514,620.3238279424849,255.88557852470484,55.78267054449958
2020-04-11,2254591.682078149,1248.5548854264514,462.14418371997857,190.19517717643254,41.39363650636822
2020-04-12,2961672.3127844348,932.5614651177108,343.79493539632045,141.24523505873447,30.702502917880857
2020-04-13,3890506.1870133625,695.0680346287985,255.4744702071494,104.82535739576329,22.76512418136224
2020-04-14,5110639.122988935,517.239145930622,189.68951318354442,77.75884138698778,16.875611668107943
2020-04-15,6713427.762333333,384.45461276108387,140.75946312978763,57.66045745476838,12.507482200327305
2020-04-16,8818879.837813491,285.50872296031457,104.40415948467778,42.745593627762084,9.268759557427584
2020-04-17,11584639.672470758,211.89071554504235,77.41302596978915,31.68249261002685,6.8679935272665436
2020-04-18,15217791.693401417,157.17930232507098,57.38568144463967,23.479244741663308,5.088689283874907
2020-04-19,19990365.740427542,116.5530544543523,42.531814747723224,17.398109509229172,3.7701456518569207
2020-04-20,26259705.119326565,86.40461282653524,31.518506932385076,12.890960755931852,2.793139618261163
2020-04-21,34495222.4440512,64.04200468445464,23.354678720439736,9.550866914169175,2.069255241141266
2020-04-22,45313546.593819745,47.4602147072602,17.304137352666242,7.075892812286115,1.5329421993238292
2020-04-23,59524692.39010142,35.16799717766163,12.820416920722588,5.242103364019861,1.135612874459921
2020-04-24,78192709.91733527,26.05738693859066,9.498098410669845,3.883465542704155,0.8412585867758833
2020-04-25,102715354.56491126,19.305825181957076,7.036522552850212,2.8769054171062725,0.6231961590303374
2020-04-26,134928743.03179035,14.302989547221182,5.212784843211877,2.131208659275096,0.4616545322313127
2020-04-27,177244831.34246135,10.596224619293642,3.8616626134710694,1.5787817884212594,0.34198517065127204
2020-04-28,232832008.44919991,7.849916404590837,2.8607079981890347,1.16954003842965,0.2533353772805137
2020-04-29,305852327.24640423,5.815287088262235,2.119184593896712,0.866374670913579,0.18766497304748625
2020-04-30,401773135.5113551,4.307958866142077,1.5698607223918486,0.6417925494169555,0.13901757869754894
2020-05-01,527776439.93069786,3.1913003794975174,1.1629238956044874,0.4754253279578031,0.10298063546399287
2020-05-02,693296654.0717081,2.36407184061221,0.8614694119058923,0.3521835038422271,0.076285312894847
2020-05-03,910726993.8198491,1.7512628004395283,0.6381565642430644,0.26088854002484896,0.0565100821523364
2020-05-04,1196347411.1709,1.2972994884626259,0.47273062708707736,0.19325933213529975,0.04186110425758945
2020-05-05,1571543544.8028836,0.9610099639239278,0.3501866514783242,0.14316127605308282,0.031009533005234288
2020-05-06,2064407955.5406125,0.7118927756244001,0.25940894770418527,0.10604992398246554,0.02297098541235681
2020-05-07,2711843538.1527433,0.5273519766277553,0.19216308342368826,0.07855881986731855,0.017016252384469622
2020-05-08,3562326601.0399203,0.3906484002463389,0.14234909175983726,0.05819415724128907,0.012605153275541658
2020-05-09,4679536497.566887,0.28938174860403654,0.10544821827989649,0.043108578226708646,0.009337535897147505
2020-05-10,6147123575.269051,0.21436601633804853,0.07811305908598021,0.03193360359175307,0.006916977995761487
2020-05-11,8074972439.957679,0.1587963539319446,0.05786393156712438,0.02365549806331629,0.005123897947769746
2020-05-12,10607429492.455202,0.11763185859546443,0.04286394618798377,0.017523312901535235,0.003795635715880171
2020-05-13,13934110769.29924,0.08713833859970133,0.03175238154384905,0.012980765380789502,0.0028116972750228957
2020-05-14,18304099317.29471,0.06454959260898994,0.023521250881500897,0.009615776467020849,0.002082824042700473
2020-05-15,24044595120.886795,0.047816487687100756,0.017423864756335943,0.007123089453261655,0.0015428957924555945
2020-05-16,31585413983.255238,0.03542107941886246,0.012907096131100845,0.005276578742533033,0.0011429325463487466
2020-05-17,41491169698.548935,0.026238915212789614,0.009561203902798483,0.003908736894844019,0.0008466513394944753
2020-05-18,54503549133.99059,0.019437031332273574,0.007082663394389822,0.002895479170170331,0.0006271747938274981
2020-05-19,71596845540.49117,0.014398391368651401,0.0052466321333677944,0.0021448871435755723,0.0004645929215487647
2020-05-20,94050908111.45251,0.010665912076635309,0.0038865532288486,0.0015888702846628415,0.00034415697791871294
2020-05-21,123546969839.42252,0.007900999129427058,0.0028790461062058056,0.0011769890880361693,0.00025494151872819485
